Φοβάμαι μην ακουμπήσω τα βυζιά,NEGATIVE,FEAR
Μετάφραση: Την είχε βγάλει η μάνα της στο κλαρί,NEGATIVE,DISGUST
ΦΤΟΥ ΣΑΣ MeToo,NEGATIVE,ANGER
Κλάμα 😭,NEGATIVE,SADNESS
Η συγκλονιστική ιστορία πίσω από το Black Box Diaries,NEUTRAL,SURPRISE
Κυκλοφορεί το ντοκιμαντέρ,NEUTRAL,NO-EMOTION
Τα καρπούζακια στο Ελληνικό Τουίτερ άρχισαν να μιλάνε για την τρομοκρατική επίθεση του Ισραήλ στους δικαωματιστές μουλάδες του Ιράν ή όχι ακόμα?,NEGATIVE,ANGER
Το νού σας ρεμάλια,NEGATIVE,ANGER
Σε κάθε ανδρίκελο που σηκώνει το χέρι του σε γυναίκα ευχόμαστε ολόψυχα,NEGATIVE,ANGER
ΚΟΥΛΑΜΑΡΑ,NEGATIVE,ANGER
Να του ξεραίνεται το χέρι,NEGATIVE,ANGER
Να μη μπορεί να το ξαναχρησιμοποιήσει ούτε για να πιάσει να βγάλει το πουλί του από το βρακί του για κατούρημα,NEGATIVE,ANGER
Ήπια σε βρίσκω,NEUTRAL,SURPRISE
Εγώ εύχομαι κακό ψόφο,NEGATIVE,ANGER
Ήπιο εννοείς,NEUTRAL,SURPRISE
Ήπια στον χαρακτηρισμό για τα γομάρια που χτυπάνε τις γυναίκες τους,NEGATIVE,ANGER
Ήπιος είμαι,NEUTRAL,SURPRISE
Ακόμα και ο χαρακτηρισμός είναι γένους αρσενικού,NEGATIVE,ANGER
Ήπιος για σένα ο χαρακτηρισμός ήπιος και ο χρήστης δηλαδή εγώ,NEUTRAL,NO-EMOTION
συμφωνώ,POSITIVE,JOY
"Οι παιδόφιλοι ""γαμιάδες"" του Μητσοτάκη, τα κολλητάρια, οι σύμβουλοι και οι φίλοι Λιγνάκης,Γεωργιάδης",NEGATIVE,DISGUST
Φίλε μου η ξεφτυλισμένη δικαιοσύνη που επιτρέπει σε τέτοια δίποδα κτήνη να είναι ελεύθερα και να ξανακάνουν τα ίδια,NEGATIVE,ANGER
Ο κάθε εγκληματίας Μητσοτάκης και η συμμορία του δεν θα έκαναν τίποτε αν υπήρχαν άξιοι δικαστές,NEGATIVE,ANGER
"Ένα καθεστώς όμως χρειάζεται δικαιοσύνη, ΜΜΕ και σώματα ασφαλείας",NEGATIVE,ANGER
Έχει μιλήσει με Γκλέτσο και Βουλτέψη,NEUTRAL,NO-EMOTION
😯Με Μητσοτάκη για ελιές,NEGATIVE,ANGER
Δεν έχουν ξεβλαχέψει και κάνουν καλιστεία με γυναίκες όχι σαν την Ευρώπη πχια,NEGATIVE,ANGER
MeToo: Οι Δημοσιογράφοι Χωρίς Σύνορα ζητούν από τα κράτη να προστατεύουν τους δημοσιογράφους που ασχολούνται με τα δικαιώματα των γυναικών,POSITIVE,JOY
Να κατοχυρωθεί ο όρος ανδροκτονία,NEGATIVE,ANGER
Μετρηθήκαμε και βρεθήκαμε λιγότεροι αδέρφια μου,NEGATIVE,SADNESS
Φεμινισμός και metoo:Ο καρκίνος της κοινωνίας,NEGATIVE,ANGER
Έκκληση για να συμπληρωθεί το ποσό για τα δικαστικά έξοδα της 12χρονης,NEGATIVE,SADNESS
Όποιος έχει τη διάθεση να συνεισφέρει θα είναι σημαντικό ,POSITIVE,JOY
"έχουν συγκεντρωθεί 776e από τα 5000e που απαιτούνται για τα δικαστικά έξοδα του ανήλικου θύματος sex trafficking στον Κολωνό
",NEGATIVE,SADNESS
Χρειάζεται την βοήθεια μας,NEGATIVE,SADNESS
Το καθένα μας όπως μπορεί και αν μπορεί,POSITIVE,JOY
Καμία Ανοχή,NEGATIVE,ANGER
Καμία Μόνη,NEGATIVE,SADNESS
Κανένα Μόνο,NEGATIVE,ANGER
Τα καλά του φεμινισμού και του metoo,POSITIVE,JOY
Δεν καταλαβαίνω τους προσδιορισμούς «υπέροχος» για τον Αλέξανδρο Αντωνόπουλο όταν λέει πως το MeToo παρατράβηξε και δε μπορούμε να λέμε πια αστεία ή να λέμε κάποιον χοντρό,NEGATIVE,ANGER
Καμιά MeToo δεν βγήκε να το κατακρίνει αυτό,NEGATIVE,ANGER
Βραβείο Ηλιθιότητας στο Γκλέτσο και Υποκρισίας στην Αριστερά και στις MeToo,NEGATIVE,ANGER
Δηλαδή ο Γκλέτσος βλέπει τις γυναίκες ως κρέας που μπορούν να τις εισάγουν για να τις πηδάνε οι Πακιστανοί,NEGATIVE,DISGUST
Φανταστείτε να το έγραφε δεξιός αυτό,NEGATIVE,ANGER
"τι θα διαβάζαμε εδώ μέσα απο τα ""τμήματα δικαιωμάτων"" αριστερών οργανώσεων",NEGATIVE,ANGER
Τώρα μούγκα οι metoo,NEGATIVE,ANGER
Τι να πει κανείς για αυτό τον καμμένο άνθρωπο,NEGATIVE,DISGUST
Μόνο στην Ελλάδα έχουνε αξία τέτοιοι τύποι,NEGATIVE,ANGER
Έχουν βγει τόσες βρωμιές για αυτό τον άνθρωπο και πραγματικά απορώ γιατί καθόμαστε και τον ακούμε,NEGATIVE,DISGUST
Οι πρόσφυγες είναι μόνο αρσενικού γένους,NEGATIVE,DISGUST
Τα γυναικόπαιδά τους που τα άφησαν;,NEGATIVE,ANGER
Δε μας φτάνουν τα λαθροσκατά,NEGATIVE,ANGER
να φέρουμε και τις πουτάνες τους,NEGATIVE,ANGER
Αλλάξτε μυαλά,NEGATIVE,ANGER
Και οι θεατές είμαστε υπεύθυνοι για όλα αυτά γιατί δίνουμε δύναμη σε τέτοιους ανθρώπους,NEGATIVE,ANGER
Αλλάξτε μυαλά γιατί είστε συνένοχοι,NEGATIVE,ANGER
Ο κόσμος τους έκανε είδωλα,NEGATIVE,DISGUST
Αηδία κατάντησε πια,NEGATIVE,DISGUST
Αλλά για τις φεμινιστριες δεν τρέχει τίποτα που βιάζονται και εκτελούνται γυναίκες καθημερινά από το Ισλάμ,NEGATIVE,ANGER
Ξέχασα έχουν το ίδιο αφεντικό,NEGATIVE,ANGER
Πουτάνες MeToo,NEGATIVE,ANGER
Με αυτό το αραπόσκυλο τι γίνεται?,NEGATIVE,ANGER
Άφωνο το metoo και οι λοιποί ανθρωπιστικοί σύλλογοι,NEGATIVE,ANGER
επικεφαλής ψυχολόγος σε κλινική παιδιών με σκοπό την αλλαγή φύλου ένοχος αφού πιάστηκε στα πράσα να προσπαθεί να συναντήσει 15χρονο με σκοπό το σέξ,NEGATIVE,DISGUST
παρά όλες τις κατηγoρίες και την αποδεδειγμένη ενοχή δεν μπήκε φυλακή,NEGATIVE,ANGER
ποιος το περίμενε?,NEGATIVE,SURPRISE
Η βία δεν είναι μόνο σωματική και σεξουαλική αλλά και Λεκτική και Ψυχολογική,NEGATIVE,SADNESS
Εδω μέσα αυτό γίνεται,NEGATIVE,ANGER
Σταματήστε να βιάζεται λεκτικά ή ψυχολογικά,NEGATIVE,ANGER
Γιατί έβγαλε τη μπλούζα της επειδή είναι χοντρή,NEGATIVE,DISGUST
τι φόρεσε η άλλη,NEUTRAL,SURPRISE
πως έκανε το πρόσωπο της,NEUTRAL,NO-EMOTION
Συμπέρασμα;,NEUTRAL,NO-EMOTION
Με τις γυναίκες τα έχετε,NEGATIVE,ANGER
Με όλα αυτά που έχουν βγεί στο φώς για το metoo και συμπεριφορές που δεν γίνονται πλέον αποδεκτές,NEGATIVE,ANGER
οι Γιάννης Νίκος Παύλος θα έπρεπε να αποβληθούν ΧΘΕΣ,NEGATIVE,ANGER
Απαράδεκτα αυτά που γίνονται και ακούγονται,NEGATIVE,ANGER
Δεν είναι αστείο,NEGATIVE,ANGER
Καθόλου,NEGATIVE,ANGER
Πες μας λίγο για το ήθος σου κ. Μαυρογιάννη,NEGATIVE,ANGER
Θα πέσουν πολλές καταγγελίες για τις παρενοχλήσεις στις Πρεσβείες που δούλεψες,NEGATIVE,ANGER
Έφτασε η ώρα,NEUTRAL,NO-EMOTION
Ως εδώ,NEGATIVE,ANGER
Φαίνεται ότι υπάρχει αναφορά ότι υπουργός της κυβέρνησης ασκούσε βία σε ερωτικό σύντροφο και δεν έχει γίνει καμία αναφορά υπέρ του φερόμενου θύματος από τα γνωστά λουμπεναριά του metoo,NEGATIVE,ANGER
Με το θύμα (αλλά όχι πάντα),NEGATIVE,ANGER
Απορώ γιατί,NEUTRAL,SURPRISE
αλλά μάλλον η πατριαρχία θα φταίει,NEGATIVE,ANGER
Μούγκα στην στρούγκα από ευαισθητούληδες και συλλογικότητες της συμφοράς όπως τα MeToo,NEGATIVE,ANGER
Είδατε πως χρησιμοποιούν το Metoo ως εργαλείο εκδίκησης και εκφοβισμού;,NEGATIVE,ANGER
Αναδρομικά και όοοοποτε γουστάρουν,NEGATIVE,ANGER
"Γιατί τότε βρέ ""ένιωσαν έτοιμες και δυνατές""",NEGATIVE,ANGER
είσαι τυχερή που σεβόμαστε τον εαυτό μας και την ανθρώπινη ύπαρξη στα πλαίσια του metoo,NEGATIVE,ANGER
Παύλο Χαϊκάλη θέλουμε να γυρίσεις στο Θέατρο,NEGATIVE,SADNESS
Εκεί είναι ο χώρος σου,POSITIVE,JOY
Πουθενά αλλού,NEUTRAL,NO-EMOTION
Λείπεις,NEGATIVE,SADNESS
Γύρνα πίσω στην Τέχνη σου γαμώτο το MeToo και το Πολιτικά μη ορθό και τις δήθεν ανθρωπιστικές Μη Κυβερνητικές Οργανώσεις,NEGATIVE,ANGER
που οργανώνουν όλες αυτές τις υπερβολές,NEGATIVE,DISGUST
Πήξαμε στην αηδία,NEGATIVE,DISGUST
Γύρνα πίσω,NEGATIVE,SADNESS
Επί 40 χρόνια ο Αλ Φαγέντ παρενοχλούσε σεξουαλικά τις εργαζόμενες στα Χάροντς αλλά αυτές επέλεξαν να τα βγάλουν στη φόρα ένα χρόνο μετά το θάνατο του,NEGATIVE,ANGER
Μιλήστε μου για MeToo,NEUTRAL,NO-EMOTION
"Τι ώρα είναι η πορεία σήμερα για τον ομοφοβικό, ρατσιστή και λοατκοφοβικό Αλβανό οδηγό ταξί;",NEGATIVE,ANGER
Άρα στο poweroflovegr ένα λαϊκίστικο reality αγάπης βγήκε νικητής το ζευγάρι όπου ο άντρας λέει οτι θα βάλει τις γυναίκες στην θέση τους και ότι θα τους δώσει τα μαθήματα για το που ανήκουν και η γυναίκα που ενώ ξερει τι σκεφτεται έκατσε μαζί του,NEGATIVE,ANGER
Να μου ζήσεις MeToo,POSITIVE,JOY
Πρεζομένος Πακιστανός πήγε να βιάσει γυναίκα και τα άπλυτα πατσαβούρια της αριστεράς είναι με τον βιαστή,NEGATIVE,ANGER
MeToo και αρχίδια απλωμένα στον ήλιο,NEGATIVE,ANGER
Όπως σου είπα ρε ξεπλυμένη,NEGATIVE,DISGUST
το ρεμάλι αυτό ήταν εν δυνάμει βιαστής και γυναικοκτόνος,NEGATIVE,ANGER
Εμένα η ηθική μου δεν μου επιτρέπει να τον υποστηρίξω ότι και αν έχει συμβεί,NEGATIVE,ANGER
"Εσύ που είσαι σίγουρα ""με τον άνθρωπο"" και φωνάζεις ""MeToo"" μπορείς να τον υποστηρίξεις όσο θέλεις",NEGATIVE,ANGER
Τι εννοείτε;,NEUTRAL,SURPRISE
πως φέρθηκε μια ολόκληρη κοινωνία με το κράτος της μαζί στο θύμα του ομαδικού βιασμού στην Αμάρυνθο;,NEGATIVE,ANGER
Δουλευόμαστε;,NEGATIVE,ANGER
"Για 10ετίες η ελληνική κοινωνία λυντσάρει κόσμο αλλά ""που τα έμαθαν τα παιδιά"";",NEGATIVE,ANGER
Και δεν είναι μόνο θεμα γονιών δυστυχώς,NEGATIVE,SADNESS
Εντάξει δεν είναι σωστό όμως να ανεβάζεις βίντεο ξυλοδαρμού θηλυκότητας από αρσενικότητα 🥸🤡,NEGATIVE,DISGUST
Η πρωταθλήτρια ενόργανης Αργυρώ Αφράτη είχε ενημερώσει πριν δύο χρόνια για την σεξουαλική παρενόχληση από τον προπονητή της τον πρόεδρο της ομοσπονδίας Λευτέρη Πετρούνια που ήταν εκπρόσωπος αθλητών και τη σύζυγό του Βασιλική Μιλούση πρόεδρο της επιτροπής της ισοτητας των δύο φύλων,NEGATIVE,ANGER
Γατάκια Αμερικανοί,NEGATIVE,ANGER
Όταν εμείς (κάναμε ότι δεν) βλέπαμε τους Πακιστανούς να απλώνουν τα σκυλοτόμαρα να στεγνώνουν στα μπαλκόνια στη Δροσοπούλου και να εξαφανίζουν όλα τα αδέσποτα σε 2 εβδομάδες,NEGATIVE,ANGER
εσείς δεν είχατε ακόμα ούτε καν blacklivesmatter ούτε καν metoo,NEGATIVE,ANGER
Το κίνημα metoo όλοι το ξέρουμε ότι είναι πολύ επιλεκτικό,NEGATIVE,DISGUST
Πολλές ομάδες δεν τις πειράζει,NEUTRAL,NO-EMOTION
Κάτι σαν τους αριστεροάπλυτους,NEGATIVE,ANGER
Και αυτοί το ίδιο,NEUTRAL,NO-EMOTION
Όπου συμφέρει πειράζουν,NEGATIVE,ANGER
Ελεύθερος σύντομα ο Λύτρας που ξυλοκόπησε την γυναίκα του,NEGATIVE,ANGER
Δεν θα υποβαθμίσω την αξία του κινήματος metoo,POSITIVE,JOY
προσφέρει πάρα πολλά,POSITIVE,JOY
αλλά επί της δικαιοσύνης η εμπειρία μας δείχνει ότι πλούσιους/ισχυρούς άντρες δεν μπορεί να ακουμπήσει,NEGATIVE,ANGER
Το ταξικό προνόμιο είναι το ισχυρότερο,NEGATIVE,ANGER
Από ποιά ιστοσελίδα ενημερώνεσαι για το τι διεκδικούν οι φεμινίστριες;,NEUTRAL,NO-EMOTION
Από τις ίδιες που στηρίζουν Παλαιστίνη αλλά όχι τις Αφγανές;,NEGATIVE,ANGER
Πρόσεξε κανείς πως οι Ρομά δεν πέρασαν;,NEGATIVE,DISGUST
Γιατί έτσι;,NEGATIVE,ANGER
Λίγη τσίπα,NEGATIVE,DISGUST
Να μεγαλώνεις το παιδί σου και να προσπαθήσει στην αρχή της εφηβείας του να το καταστρέψει για πάντα ένα μαλακισμένο από το πουθενα,NEGATIVE,ANGER
Τι κάνεις τότε;,NEUTRAL,NO-EMOTION
Τι πρέπει να κάνεις πρίν για να το προστατέψεις από τις ψευδείς καταγγελίες;,NEGATIVE,FEAR
Πάλι καλά που είπε την αλήθεια,POSITIVE,JOY
Το παιδάκι το 14χρονο ποιος ξέρει τι τρόμο βίωσε αυτές τις ώρες πριν ανακαλέσει η τουρίστρια,NEGATIVE,FEAR
Η κοπέλα που κατήγγειλε ότι την βίασαν έμαθε ότι τελικά δεν βιάστηκε αλλά ότι τα ήθελε και πως οι βιαστές της αφέθηκαν ελεύθεροι,NEGATIVE,ANGER
Επίπληξη της έγινε ώστε να μην ξανά καταγγείλει βιασμούς,NEGATIVE,ANGER
"""Εγώ αδερφή μου δεν σε πιστεύω""",NEGATIVE,ANGER
MeToo 👎,NEGATIVE,DISGUST
Σίχαμα ετών 44 βίαζε κατά εξακολούθηση 16χρονη που γνώριζε μέσω του γιού του,NEGATIVE,ANGER
Την απειλούσε ότι αν μιλήσει θα βλάψει την οικογένεια της και τη βίαζε μέσα στο αυτοκίνητό του σε χωράφι,NEGATIVE,ANGER
Μωρέ μαλάκες ευνουχισμό θέλετε σιχάματα παιδεραστές,NEGATIVE,DISGUST
Πόση αρρώστια να αντέξουμε πια;,NEGATIVE,DISGUST
"είναι τραγική η αδιαφορία των ΜΜΕ, ΑΡΧΩΝ για τις αυτοκτονίες και τα εργατικά δυστυχήματα",NEGATIVE,ANGER
Είδατε το πρόσωπο του?,NEGATIVE,SURPRISE
Που είναι τα metoo?,NEGATIVE,ANGER
Δεν διαφωνώ κάτι σαν το metoo που όταν ο θύτης είναι λαθρομετανάστης βγάζει σύσσωμο τον σκασμό,NEGATIVE,ANGER
Μωρέ μαλάκες τι σίχαμα είναι τούτο;,NEGATIVE,DISGUST
Και παιδεραστής και βιαστής και αιμομίκτης και χουντικός και χρυσαυγίτης,NEGATIVE,DISGUST
μιλάμε για κάθαρμα πατόκορφα,NEGATIVE,DISGUST
Τι τράβηξε το πουλάκι μου στα βρωμόχερα του,NEGATIVE,SADNESS
Κανονίστε κατά εκεί στις φυλακές ξέρετε εσείς,NEGATIVE,ANGER
ένα αποβρασμα λιγότερο,NEGATIVE,DISGUST
Σιχαμένε,NEGATIVE,DISGUST
Ρε να σου πώ οι Βούλγαροι σε παρενοχλούσαν και σεξουαλικά?,NEGATIVE,ANGER
βγές και κάνε καταγγελία είναι της μόδας τώρα στον στίβο,NEGATIVE,ANGER
όλοι οι προπονητές από ότι ακούγεται παρενοχλείτε σεξουαλικά,NEGATIVE,ANGER
από εσένα ξεκίνησε?,NEGATIVE,ANGER
Χρυσός ολυμπιονίκης,NEUTRAL,NO-EMOTION
Ποιο μπούλινγκ και ποιος εκφοβισμός βρε μισογύνηδες???,NEGATIVE,ANGER
Που αβαντάρετε τον μαντραχαλά που δέρνει κοριτσάκια,NEGATIVE,ANGER
Μόνο για MeToo είστε,NEGATIVE,DISGUST
Ότι σας πληρώνουν σερβίρετε,NEGATIVE,ANGER
Γελοίοι,NEGATIVE,DISGUST
Λεσβίες; δηλαδή γυναίκες;,NEUTRAL,SURPRISE
Πώς το ξέρεις;,NEUTRAL,NO-EMOTION
Είδες τα γεννητικά τους όργανα;,NEGATIVE,DISGUST
Έλεγξες τα χρωμοσώματά τους;,NEGATIVE,DISGUST
Γνωρίζεις τα επίπεδα τεστοστερόνης τους;,NEGATIVE,DISGUST
"Και κατά αρχάς τι σημαίνει ο όρος ""γυναίκα"";",NEGATIVE,ANGER
Σιγά σιγά καταλαβαίνεις ότι οι ίδιοι δημοσιογράφοι που έκαναν το metoo δημοφιλές ίσως να μην είχαν και τις πιο αγνές προθέσεις εν τέλει,NEGATIVE,ANGER
Περίεργο να αισθάνεσαι ότι αυτοί που προώθησαν το κίνημα αυτό δεν ενδιαφέρονται καθόλου για τα θύματα που εκπροσωπεί το ίδιο το κίνημα,NEGATIVE,SADNESS
δεν ενδιαφέρονται καθόλου για τα θύματα που εκπροσωπεί το ίδιο το κίνημα,NEGATIVE,SADNESS
Πιο fake κίνημα από το metoo δεν παίζει να έχει υπάρξει,NEGATIVE,ANGER
Αναρίθμητες υποθέσεις που απλά κλείνει τα μάτια,NEGATIVE,ANGER
"Μόνο εκεί που έχει ""θεματάκι"" πρωτοστατεί",NEGATIVE,ANGER
αν ήξερε η Simone Biles τι είχε πει για τα metoo στον ελληνικό αθλητισμό θα του έριχνε μπουνιά,NEGATIVE,ANGER
Συλλυπητήρια στον Πετρούνια για την τρίτη θέση,NEGATIVE,SADNESS
αλλά δεν μπορώ να ξεχάσω τις ντροπιαστικές δηλώσεις του για το MeToo και για τις γυναίκες της γυμναστικής που καταγγέλλουν τέτοια περιστατικά,NEGATIVE,ANGER
Προωθείτε το body shaming μανδάμ,NEGATIVE,DISGUST
Τι λένε οι metoo;,NEUTRAL,NO-EMOTION
πρέπει να δείχνουμε με το δάχτυλο κάποιον/α για να εκφράσουμε τα επιχειρήματά μας;,NEGATIVE,ANGER
Αφού έκαψε κόσμο προωθώντας τα εμβόλια τώρα προωθεί με πίσω κίνηση  την woke ατζέντα,NEGATIVE,DISGUST
Από την αρχή καταλάβαμε ότι πρόκειται περί φούστη,NEGATIVE,DISGUST
Δεν κρύβονται αυτά ,NEUTRAL,NO-EMOTION
Προσέξτε αυτούς έβαλαν και προωθούν εμβόλια και ανώμαλους ,NEGATIVE,ANGER
Η πρώτη Ολυμπιάδα όπου άνδρες ρίχνουν ξύλο σε γυναίκες και παίρνουν για αυτό μετάλλια,NEGATIVE,ANGER
"Γυναικείες οργανώσεις, κινήματα metoo, μούγκα στη στρούγκα",NEGATIVE,DISGUST
Πόσο ξεφτίλες είσαστε;,NEGATIVE,ANGER
Τα λέμε και το ξαναλέμε,NEGATIVE,ANGER
Δεν με ενδιαφέρει αν γίνειται κακός για κάποιες,NEGATIVE,ANGER
Έχω φίλες και φίλους πολλούς,NEUTRAL,NO-EMOTION
Δεν χρειάζεται να κολακεύει καμία,NEUTRAL,NO-EMOTION
Προσοχή κορίτσια στους κόλακες σας έχουν χαλάσει τα μυαλά για να αποτύχουν τον σκοπό τους απλά,NEGATIVE,FEAR
Κοίτα θράσος η ζαία αν την ακουμπούσε κάποιος άγνωστος έτσι θα άβαζε τιςς φωνές και θα ούρλιαζε,NEGATIVE,ANGER
Καμία σάπια πουτάνα φεμινίστρια θα βγεί να πεί κάτι για την Ιταλίδα αθλήτρια;,NEGATIVE,ANGER
Είστε όλες άθλιες,NEGATIVE,DISGUST
τραβάτε να πλύνετε κάνα πιάτο αυτή είναι η θέση σας στην κοινωνία,NEGATIVE,ANGER
Οι metoo που είναι να διαμαρτυρηθούν για αυτό που έγινε εις βάρος της Angela Carini από έναν άνδρα,NEGATIVE,ANGER
Από τα χτυπήματά του καταλαβαίνεις πόσο πολύ μισεί τις γυναίκες,NEGATIVE,ANGER
Γιατί η ζωή του χάρισε ανδρικό χρωμόσωμα και μέγιστη τεστοστερόνη,NEGATIVE,DISGUST
"Ένα έκτρωμα της φύσης η τρανς διοργάωση των Γάλλων σε ιδεολογία,έναρξη,χρώματα, κουλτούρα, στα αθλήματα",NEGATIVE,DISGUST
Mισανδρικοί αγώνες,NEGATIVE,ANGER
Χωρίς κοινή λογική στο μπόξ ξαφνικά κατακραυγή για κάτι που μπορεί να θεωρηθεί προβληματικό αν το καταγγείλεις στα σόσιαλ και την ολυμπιακή επιτροπή,NEGATIVE,ANGER
Το metoo έχει μόνο πούστηδες ή έχει και γυναίκες μέσα;,NEGATIVE,ANGER
Διότι δεν το ακούω να μιλάει για τον άνδρα που έδειρε την γυναίκα επίσημα στους Ολυμπιακούς,NEGATIVE,ANGER
Εσύ θα μας πεις μάνα δεν σε γένησε?,NEGATIVE,ANGER
Είναι σωστό να παίρνουν το μωρό από την μάνα του?,NEGATIVE,SADNESS
Η χειρότερη κακοποίηση γυναίκας είναι αυτό αλλά οι μιτούδες μούγκα,NEGATIVE,ANGER
Τι σχέση έχει το MeToo κίνημα που έχει να κάνει με την σεξουαλική κακοποίηση γυναικών στον εργασιακό χώρο με αυτό που δείχνεις?,NEGATIVE,ANGER
Τέρμα το metoo,NEGATIVE,ANGER
Όταν δε συμφέρει είναι λογικό,NEGATIVE,ANGER
"Μήπως τέρμα και ανάγκη αναγνώρισης του όρου ""γυναικοκτονία""?",NEGATIVE,ANGER
Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο,NEGATIVE,DISGUST
Και όχι μόνο αυτόν αλλά και όλα ανεξαιρέτως τα συναρτώμενα με αυτόν σκουπίδια όπως το MeToo που κατάπιαν μια ακόμα ξεφτίλα,NEGATIVE,DISGUST
Είπε η αϊ και ύψωσε την γροθιά της για τα δικαιώματα των γυναικών,POSITIVE,JOY
metoo τι έγινε;,NEUTRAL,SURPRISE
πόσα θα μπουκώσετε ακόμα υποκριτούλες;,NEGATIVE,ANGER
